Check Number,Opened At,Order Type,Check Total
021411,2026-05-17 21:06:59,Dine-In,70.69
021412,2026-05-17 21:10:03,Dine-In,75.82
021413,2026-05-17 21:21:43,Dine-In,145.43
021414,2026-05-17 21:29:07,Dine-In,69.0
021415,2026-05-17 21:41:26,Dine-In,165.47
021416,2026-05-17 21:46:31,Dine-In,131.19
021417,2026-05-17 21:59:55,Dine-In,40.7
021418,2026-05-18 11:00:37,Dine-In,133.02
021419,2026-05-18 11:22:34,Dine-In,37.37
021420,2026-05-18 11:51:47,Dine-In,43.95
021421,2026-05-18 12:00:52,Dine-In,114.38
021422,2026-05-18 12:07:54,Dine-In,182.32
021423,2026-05-18 12:25:45,Dine-In,80.87
021424,2026-05-18 12:27:12,Dine-In,142.28
021425,2026-05-18 12:27:40,Dine-In,161.5
021426,2026-05-18 12:41:28,Dine-In,108.1
021427,2026-05-18 13:05:58,Dine-In,241.94
021428,2026-05-18 13:16:43,Dine-In,57.7
021429,2026-05-18 13:17:16,Dine-In,105.12
021430,2026-05-18 13:17:39,Dine-In,72.45
021431,2026-05-18 13:22:23,Dine-In,165.71
021432,2026-05-18 13:22:24,Dine-In,560.45
021433,2026-05-18 13:29:17,Dine-In,97.86
021434,2026-05-18 13:33:40,Dine-In,36.71
021435,2026-05-18 13:41:32,Dine-In,269.63
021436,2026-05-18 15:17:14,Dine-In,25.0
021437,2026-05-18 15:22:16,Dine-In,138.9
021438,2026-05-18 15:41:48,Dine-In,117.13
021439,2026-05-18 16:35:52,Dine-In,63.47
021440,2026-05-18 16:55:35,Dine-In,150.97
021441,2026-05-18 16:59:13,Dine-In,65.11
021442,2026-05-18 17:03:29,Dine-In,35.98
021443,2026-05-18 17:04:20,Dine-In,38.59
021444,2026-05-18 17:08:26,Dine-In,132.11
021445,2026-05-18 17:09:19,Dine-In,168.32
021446,2026-05-18 17:11:12,Dine-In,121.75
021447,2026-05-18 17:19:05,Dine-In,127.45
021448,2026-05-18 17:23:00,Dine-In,131.41
021449,2026-05-18 17:23:44,Dine-In,154.27
021450,2026-05-18 17:24:43,Dine-In,95.5
021451,2026-05-18 17:40:27,Dine-In,585.33
021452,2026-05-18 17:40:47,Dine-In,193.24
021453,2026-05-18 18:12:08,Dine-In,78.33
021454,2026-05-18 18:18:16,Dine-In,50.96
021455,2026-05-18 18:22:53,Dine-In,119.08
021456,2026-05-18 18:27:36,Dine-In,97.77
021457,2026-05-18 18:28:09,Dine-In,34.63
021458,2026-05-18 18:28:20,Dine-In,105.34
021459,2026-05-18 18:31:42,Dine-In,53.4
021460,2026-05-18 18:40:43,Dine-In,250.59
021461,2026-05-18 18:45:08,Dine-In,94.53
021462,2026-05-18 18:47:02,Dine-In,118.98
021463,2026-05-18 18:47:47,Dine-In,56.9
021464,2026-05-18 18:48:31,Dine-In,45.64
021465,2026-05-18 18:53:14,Dine-In,227.53
021466,2026-05-18 18:59:47,Dine-In,124.54
021467,2026-05-18 19:22:57,Dine-In,394.17
021468,2026-05-18 19:35:48,Dine-In,67.78
021469,2026-05-18 19:37:01,Dine-In,114.74
021470,2026-05-18 19:41:12,Dine-In,186.68
021471,2026-05-18 19:44:05,Dine-In,127.69
021472,2026-05-18 19:45:03,Dine-In,49.6
021473,2026-05-18 19:51:48,Dine-In,51.61
021474,2026-05-18 19:57:25,Dine-In,128.09
021475,2026-05-18 20:00:53,Dine-In,85.52
021476,2026-05-18 20:15:16,Dine-In,158.21
021477,2026-05-18 20:39:00,Dine-In,48.84
021478,2026-05-18 20:46:05,Dine-In,96.65
021479,2026-05-18 20:52:27,Dine-In,84.35
021480,2026-05-18 21:08:18,Dine-In,32.95
021481,2026-05-18 21:10:32,Dine-In,38.35
021482,2026-05-18 21:19:23,Dine-In,256.41
021483,2026-05-18 21:27:16,Dine-In,44.31
021484,2026-05-18 21:40:13,Dine-In,82.18
021485,2026-05-18 21:41:43,Dine-In,94.87
021486,2026-05-19 11:52:56,Dine-In,147.33
021487,2026-05-19 11:53:10,Dine-In,75.37
021488,2026-05-19 11:56:33,Dine-In,173.69
021489,2026-05-19 12:04:03,Dine-In,453.36
021490,2026-05-19 12:05:57,Dine-In,233.66
021491,2026-05-19 12:08:02,Dine-In,48.86
021492,2026-05-19 12:12:50,Dine-In,215.46
021493,2026-05-19 12:20:01,Dine-In,129.79
021494,2026-05-19 12:28:15,Dine-In,78.13
021495,2026-05-19 12:36:06,Dine-In,122.93
021496,2026-05-19 12:58:38,Dine-In,43.68
021497,2026-05-19 13:15:49,Dine-In,152.46
021498,2026-05-19 13:28:51,Dine-In,53.0
021499,2026-05-19 13:42:32,Dine-In,175.48
021500,2026-05-19 13:50:10,Dine-In,40.05
021501,2026-05-19 14:05:02,Dine-In,217.19
021502,2026-05-19 14:44:28,Dine-In,246.6
021503,2026-05-19 15:06:13,Dine-In,42.38
021504,2026-05-19 15:16:09,Dine-In,140.31
021505,2026-05-19 15:16:22,Dine-In,194.29
021506,2026-05-19 15:57:50,Dine-In,74.27
021507,2026-05-19 16:15:25,Dine-In,111.03
021508,2026-05-19 16:29:00,Dine-In,36.13
021509,2026-05-19 16:34:49,Dine-In,671.71
021510,2026-05-19 16:50:05,Dine-In,124.14
021511,2026-05-19 16:50:08,Dine-In,41.48
021512,2026-05-19 17:05:18,Dine-In,50.29
021513,2026-05-19 17:06:07,Dine-In,72.3
021514,2026-05-19 17:07:02,Dine-In,109.79
021515,2026-05-19 17:14:05,Dine-In,29.12
021516,2026-05-19 17:20:41,Dine-In,115.48
021517,2026-05-19 17:29:21,Dine-In,35.77
021518,2026-05-19 17:32:31,Dine-In,27.67
021519,2026-05-19 17:36:21,Dine-In,101.43
021520,2026-05-19 17:48:49,Dine-In,30.88
021521,2026-05-19 17:51:11,Dine-In,193.77
021522,2026-05-19 17:55:18,Dine-In,69.01
021523,2026-05-19 18:04:12,Dine-In,36.64
021524,2026-05-19 18:13:16,Dine-In,142.62
021525,2026-05-19 18:13:42,Dine-In,41.76
021526,2026-05-19 18:14:33,Dine-In,49.87
021527,2026-05-19 18:19:42,Dine-In,43.46
021528,2026-05-19 18:20:19,Dine-In,72.9
021529,2026-05-19 18:28:37,Dine-In,239.13
021530,2026-05-19 18:34:51,Dine-In,141.16
021531,2026-05-19 18:40:08,Dine-In,710.34
021532,2026-05-19 18:43:17,Dine-In,64.5
021533,2026-05-19 18:45:46,Dine-In,59.88
021534,2026-05-19 18:46:12,Dine-In,57.88
021535,2026-05-19 18:48:51,Dine-In,210.16
021536,2026-05-19 18:51:21,Dine-In,123.53
021537,2026-05-19 18:51:32,Dine-In,82.56
021538,2026-05-19 18:55:11,Dine-In,51.99
021539,2026-05-19 18:56:06,Dine-In,197.78
021540,2026-05-19 18:56:11,Dine-In,160.19
021541,2026-05-19 18:56:13,Dine-In,183.75
021542,2026-05-19 18:56:51,Dine-In,102.62
021543,2026-05-19 19:07:16,Dine-In,65.66
021544,2026-05-19 19:08:13,Dine-In,80.0
021545,2026-05-19 19:09:33,Dine-In,78.82
021546,2026-05-19 19:09:51,Dine-In,95.7
021547,2026-05-19 19:22:27,Dine-In,85.96
021548,2026-05-19 19:25:46,Dine-In,132.88
021549,2026-05-19 19:27:27,Dine-In,27.25
021550,2026-05-19 19:41:23,Dine-In,39.59
021551,2026-05-19 20:00:17,Dine-In,34.38
021552,2026-05-19 20:06:04,Dine-In,168.21
021553,2026-05-19 20:12:01,Dine-In,92.25
021554,2026-05-19 20:18:37,Dine-In,79.9
021555,2026-05-19 20:18:59,Dine-In,48.09
021556,2026-05-19 20:22:52,Dine-In,127.84
021557,2026-05-19 20:25:53,Dine-In,73.32
021558,2026-05-19 20:27:56,Dine-In,122.64
021559,2026-05-19 20:28:59,Dine-In,398.05
021560,2026-05-19 20:34:14,Dine-In,51.56
021561,2026-05-19 20:36:02,Dine-In,102.18
021562,2026-05-19 20:36:17,Dine-In,81.28
021563,2026-05-19 20:39:19,Dine-In,80.86
021564,2026-05-19 20:41:52,Dine-In,82.23
021565,2026-05-19 20:53:24,Dine-In,226.92
021566,2026-05-19 20:57:13,Dine-In,140.69
021567,2026-05-19 20:57:41,Dine-In,82.39
021568,2026-05-19 21:17:00,Dine-In,41.51
021569,2026-05-19 21:23:44,Dine-In,59.73
021570,2026-05-19 21:47:27,Dine-In,56.13
021571,2026-05-19 21:49:05,Dine-In,29.78
021572,2026-05-19 21:49:17,Dine-In,186.31
021573,2026-05-19 21:49:46,Dine-In,151.02
021574,2026-05-20 11:35:10,Dine-In,98.93
021575,2026-05-20 11:54:38,Dine-In,45.16
021576,2026-05-20 12:21:12,Dine-In,73.42
021577,2026-05-20 12:56:37,Dine-In,85.15
021578,2026-05-20 13:04:09,Dine-In,58.15
021579,2026-05-20 13:33:35,Dine-In,147.22
021580,2026-05-20 13:34:17,Dine-In,74.49
021581,2026-05-20 13:37:12,Dine-In,36.77
021582,2026-05-20 13:43:45,Dine-In,96.05
021583,2026-05-20 13:44:10,Dine-In,56.95
021584,2026-05-20 13:53:47,Dine-In,126.84
021585,2026-05-20 13:54:28,Dine-In,115.53
021586,2026-05-20 14:49:23,Dine-In,151.45
021587,2026-05-20 15:21:05,Dine-In,45.59
021588,2026-05-20 17:02:48,Dine-In,138.37
021589,2026-05-20 17:09:21,Dine-In,240.45
021590,2026-05-20 17:11:40,Dine-In,29.3
021591,2026-05-20 17:13:59,Dine-In,200.26
021592,2026-05-20 17:15:41,Dine-In,53.97
021593,2026-05-20 17:24:49,Dine-In,134.45
021594,2026-05-20 17:29:45,Dine-In,100.13
021595,2026-05-20 17:32:24,Dine-In,151.29
021596,2026-05-20 17:34:36,Dine-In,225.51
021597,2026-05-20 18:06:26,Dine-In,145.27
021598,2026-05-20 18:25:40,Dine-In,55.64
021599,2026-05-20 18:25:51,Dine-In,69.59
021600,2026-05-20 18:33:16,Dine-In,104.35
021601,2026-05-20 18:46:12,Dine-In,137.32
021602,2026-05-20 18:49:26,Dine-In,37.43
021603,2026-05-20 18:56:09,Dine-In,44.48
021604,2026-05-20 19:01:30,Dine-In,164.87
021605,2026-05-20 19:26:45,Dine-In,96.56
021606,2026-05-20 19:28:49,Dine-In,105.99
021607,2026-05-20 19:33:24,Dine-In,35.44
021608,2026-05-20 19:38:31,Dine-In,90.59
021609,2026-05-20 20:37:43,Dine-In,124.02
021610,2026-05-20 20:38:26,Dine-In,59.46
021611,2026-05-20 20:39:40,Dine-In,183.67
021612,2026-05-20 20:48:21,Dine-In,189.4
021613,2026-05-20 20:59:07,Dine-In,75.04
021614,2026-05-20 21:12:11,Dine-In,54.29
021615,2026-05-20 21:27:57,Dine-In,213.27
021616,2026-05-20 21:30:32,Dine-In,109.71
021617,2026-05-20 21:39:36,Dine-In,29.1
021618,2026-05-20 21:40:04,Dine-In,37.02
021619,2026-05-20 21:41:03,Dine-In,411.83
021620,2026-05-20 21:47:21,Dine-In,175.12
021621,2026-05-21 11:12:11,Dine-In,62.4
021622,2026-05-21 11:22:03,Dine-In,92.69
021623,2026-05-21 11:33:44,Dine-In,44.16
021624,2026-05-21 11:57:56,Dine-In,122.04
021625,2026-05-21 12:11:42,Dine-In,56.5
021626,2026-05-21 12:27:42,Dine-In,93.44
021627,2026-05-21 12:34:12,Dine-In,110.03
021628,2026-05-21 13:14:15,Dine-In,70.48
021629,2026-05-21 13:36:14,Dine-In,108.27
021630,2026-05-21 13:38:00,Dine-In,48.5
021631,2026-05-21 13:48:16,Dine-In,37.32
021632,2026-05-21 14:04:01,Dine-In,43.37
021633,2026-05-21 14:05:02,Dine-In,174.44
021634,2026-05-21 14:09:01,Dine-In,98.09
021635,2026-05-21 14:48:37,Dine-In,273.05
021636,2026-05-21 15:48:01,Dine-In,45.52
021637,2026-05-21 16:04:03,Dine-In,689.98
021638,2026-05-21 16:07:09,Dine-In,237.88
021639,2026-05-21 16:09:04,Dine-In,69.24
021640,2026-05-21 16:35:18,Dine-In,102.54
021641,2026-05-21 16:39:54,Dine-In,485.14
021642,2026-05-21 16:48:32,Dine-In,42.79
021643,2026-05-21 16:50:49,Dine-In,46.45
021644,2026-05-21 16:55:06,Dine-In,191.06
021645,2026-05-21 16:57:38,Dine-In,85.15
021646,2026-05-21 17:01:17,Dine-In,190.95
021647,2026-05-21 17:15:46,Dine-In,69.86
021648,2026-05-21 17:16:09,Dine-In,36.46
021649,2026-05-21 17:29:34,Dine-In,76.54
021650,2026-05-21 17:32:26,Dine-In,167.11
021651,2026-05-21 17:34:18,Dine-In,47.88
021652,2026-05-21 17:45:44,Dine-In,68.25
021653,2026-05-21 17:49:00,Dine-In,174.19
021654,2026-05-21 17:50:03,Dine-In,126.91
021655,2026-05-21 17:50:14,Dine-In,118.69
021656,2026-05-21 17:51:11,Dine-In,82.75
021657,2026-05-21 17:55:53,Dine-In,212.08
021658,2026-05-21 17:57:46,Dine-In,165.05
021659,2026-05-21 18:16:24,Dine-In,95.85
021660,2026-05-21 18:16:27,Dine-In,86.84
021661,2026-05-21 18:20:54,Dine-In,105.36
021662,2026-05-21 18:27:41,Dine-In,68.39
021663,2026-05-21 18:28:03,Dine-In,57.24
021664,2026-05-21 18:33:02,Dine-In,80.7
021665,2026-05-21 18:35:15,Dine-In,240.48
021666,2026-05-21 18:35:28,Dine-In,59.72
021667,2026-05-21 18:38:15,Dine-In,110.84
021668,2026-05-21 18:43:50,Dine-In,185.17
021669,2026-05-21 18:46:23,Dine-In,122.4
021670,2026-05-21 18:47:38,Dine-In,243.08
021671,2026-05-21 18:54:10,Dine-In,175.49
021672,2026-05-21 19:08:21,Dine-In,54.8
021673,2026-05-21 19:13:13,Dine-In,97.76
021674,2026-05-21 19:23:52,Dine-In,53.84
021675,2026-05-21 19:26:15,Dine-In,134.86
021676,2026-05-21 19:31:14,Dine-In,54.57
021677,2026-05-21 19:32:07,Dine-In,116.81
021678,2026-05-21 19:32:42,Dine-In,130.92
021679,2026-05-21 19:36:33,Dine-In,40.78
021680,2026-05-21 19:40:24,Dine-In,130.18
021681,2026-05-21 20:11:23,Dine-In,52.02
021682,2026-05-21 20:23:33,Dine-In,62.24
021683,2026-05-21 20:32:32,Dine-In,254.64
021684,2026-05-21 20:47:59,Dine-In,154.48
021685,2026-05-21 20:48:31,Dine-In,207.26
021686,2026-05-21 20:48:31,Dine-In,49.41
021687,2026-05-21 20:55:00,Dine-In,115.0
021688,2026-05-21 21:08:37,Dine-In,32.79
021689,2026-05-21 21:22:04,Dine-In,45.7
021690,2026-05-21 21:39:19,Dine-In,208.95
021691,2026-05-21 21:42:27,Dine-In,95.57
021692,2026-05-21 21:44:13,Dine-In,52.44
021693,2026-05-21 21:53:42,Dine-In,120.63
021694,2026-05-22 11:05:59,Dine-In,173.7
021695,2026-05-22 11:31:24,Dine-In,33.1
021696,2026-05-22 11:49:39,Dine-In,71.06
021697,2026-05-22 12:05:26,Dine-In,69.12
021698,2026-05-22 12:26:35,Dine-In,101.06
021699,2026-05-22 12:31:18,Dine-In,51.0
021700,2026-05-22 12:51:14,Dine-In,98.55
021701,2026-05-22 12:53:33,Dine-In,55.04
021702,2026-05-22 13:20:27,Dine-In,53.42
021703,2026-05-22 13:52:16,Dine-In,25.72
021704,2026-05-22 14:06:33,Dine-In,43.06
021705,2026-05-22 14:13:35,Dine-In,191.38
021706,2026-05-22 14:19:44,Dine-In,147.63
021707,2026-05-22 14:29:01,Dine-In,170.63
021708,2026-05-22 15:38:07,Dine-In,31.01
021709,2026-05-22 15:42:41,Dine-In,112.76
021710,2026-05-22 15:45:48,Dine-In,99.08
021711,2026-05-22 15:48:57,Dine-In,86.2
021712,2026-05-22 16:03:43,Dine-In,182.89
021713,2026-05-22 17:04:42,Dine-In,98.71
021714,2026-05-22 17:07:10,Dine-In,80.94
021715,2026-05-22 17:11:02,Dine-In,77.95
021716,2026-05-22 17:12:10,Dine-In,105.31
021717,2026-05-22 17:13:45,Dine-In,202.39
021718,2026-05-22 17:14:50,Dine-In,41.24
021719,2026-05-22 17:26:58,Dine-In,217.46
021720,2026-05-22 17:27:30,Dine-In,318.25
021721,2026-05-22 17:30:40,Dine-In,51.67
021722,2026-05-22 17:37:15,Dine-In,36.54
021723,2026-05-22 17:38:34,Dine-In,129.13
021724,2026-05-22 17:38:45,Dine-In,264.96
021725,2026-05-22 17:44:13,Dine-In,52.93
021726,2026-05-22 17:44:20,Dine-In,466.16
021727,2026-05-22 17:45:43,Dine-In,190.27
021728,2026-05-22 17:46:50,Dine-In,116.82
021729,2026-05-22 18:09:30,Dine-In,84.88
021730,2026-05-22 18:11:16,Dine-In,43.65
021731,2026-05-22 18:11:25,Dine-In,45.07
021732,2026-05-22 18:15:29,Dine-In,379.87
021733,2026-05-22 18:17:34,Dine-In,60.5
021734,2026-05-22 18:20:02,Dine-In,54.34
021735,2026-05-22 18:21:38,Dine-In,36.69
021736,2026-05-22 18:23:15,Dine-In,54.42
021737,2026-05-22 18:23:21,Dine-In,140.17
021738,2026-05-22 18:25:02,Dine-In,65.28
021739,2026-05-22 18:26:18,Dine-In,103.33
021740,2026-05-22 18:30:20,Dine-In,39.67
021741,2026-05-22 18:31:14,Dine-In,96.87
021742,2026-05-22 18:33:00,Dine-In,32.4
021743,2026-05-22 18:37:06,Dine-In,168.97
021744,2026-05-22 18:38:42,Dine-In,40.04
021745,2026-05-22 18:42:36,Dine-In,105.62
021746,2026-05-22 18:43:55,Dine-In,128.85
021747,2026-05-22 18:48:11,Dine-In,59.1
021748,2026-05-22 18:49:27,Dine-In,51.06
021749,2026-05-22 18:49:36,Dine-In,209.08
021750,2026-05-22 18:50:01,Dine-In,134.95
021751,2026-05-22 18:51:34,Dine-In,120.84
021752,2026-05-22 18:58:48,Dine-In,94.1
021753,2026-05-22 19:00:35,Dine-In,112.2
021754,2026-05-22 19:01:43,Dine-In,96.72
021755,2026-05-22 19:01:57,Dine-In,193.73
021756,2026-05-22 19:03:11,Dine-In,87.7
021757,2026-05-22 19:09:29,Dine-In,50.67
021758,2026-05-22 19:09:39,Dine-In,36.37
021759,2026-05-22 19:12:22,Dine-In,43.92
021760,2026-05-22 19:20:53,Dine-In,54.7
021761,2026-05-22 19:22:19,Dine-In,138.49
021762,2026-05-22 19:28:29,Dine-In,115.43
021763,2026-05-22 19:33:07,Dine-In,36.9
021764,2026-05-22 19:40:08,Dine-In,113.83
021765,2026-05-22 19:42:48,Dine-In,110.05
021766,2026-05-22 19:49:16,Dine-In,128.81
021767,2026-05-22 19:50:09,Dine-In,47.01
021768,2026-05-22 19:52:04,Dine-In,232.45
021769,2026-05-22 19:56:08,Dine-In,67.48
021770,2026-05-22 20:06:46,Dine-In,57.7
021771,2026-05-22 20:09:03,Dine-In,103.72
021772,2026-05-22 20:10:07,Dine-In,29.33
021773,2026-05-22 20:16:32,Dine-In,279.09
021774,2026-05-22 20:19:10,Dine-In,44.89
021775,2026-05-22 20:21:07,Dine-In,39.0
021776,2026-05-22 20:30:12,Dine-In,626.82
021777,2026-05-22 20:30:21,Dine-In,102.64
021778,2026-05-22 20:34:39,Dine-In,86.7
021779,2026-05-22 20:54:16,Dine-In,67.26
021780,2026-05-22 20:57:11,Dine-In,62.33
021781,2026-05-22 20:59:40,Dine-In,158.76
021782,2026-05-22 21:12:47,Dine-In,68.01
021783,2026-05-22 21:13:28,Dine-In,199.17
021784,2026-05-22 21:15:03,Dine-In,38.84
021785,2026-05-22 21:16:45,Dine-In,29.89
021786,2026-05-22 21:19:50,Dine-In,185.05
021787,2026-05-22 21:24:55,Dine-In,69.71
021788,2026-05-22 21:26:53,Dine-In,66.73
021789,2026-05-22 21:37:44,Dine-In,56.87
021790,2026-05-22 21:48:43,Dine-In,44.22
021791,2026-05-22 21:52:04,Dine-In,154.44
021792,2026-05-23 11:48:22,Dine-In,495.52
021793,2026-05-23 12:09:26,Dine-In,172.76
021794,2026-05-23 12:12:48,Dine-In,168.09
021795,2026-05-23 12:31:17,Dine-In,35.93
021796,2026-05-23 12:41:37,Dine-In,110.64
021797,2026-05-23 12:47:22,Dine-In,67.24
021798,2026-05-23 12:49:23,Dine-In,119.89
021799,2026-05-23 13:04:06,Dine-In,131.62
021800,2026-05-23 13:13:20,Dine-In,270.92
021801,2026-05-23 13:58:56,Dine-In,40.32
021802,2026-05-23 14:17:44,Dine-In,61.22
021803,2026-05-23 15:12:45,Dine-In,214.07
021804,2026-05-23 15:27:30,Dine-In,130.06
021805,2026-05-23 15:41:36,Dine-In,101.15
021806,2026-05-23 15:48:38,Dine-In,81.41
021807,2026-05-23 16:01:00,Dine-In,127.0
021808,2026-05-23 16:29:15,Dine-In,65.51
021809,2026-05-23 16:41:53,Dine-In,178.12
021810,2026-05-23 16:50:04,Dine-In,57.48
021811,2026-05-23 16:57:51,Dine-In,88.72
021812,2026-05-23 17:01:15,Dine-In,133.21
021813,2026-05-23 17:07:30,Dine-In,62.71
021814,2026-05-23 17:10:54,Dine-In,72.85
021815,2026-05-23 17:11:03,Dine-In,31.83
021816,2026-05-23 17:25:08,Dine-In,76.18
021817,2026-05-23 17:25:31,Dine-In,31.22
021818,2026-05-23 17:26:14,Dine-In,188.64
021819,2026-05-23 17:27:44,Dine-In,42.67
021820,2026-05-23 17:29:32,Dine-In,105.76
021821,2026-05-23 17:30:06,Dine-In,54.11
021822,2026-05-23 17:50:01,Dine-In,111.07
021823,2026-05-23 17:51:04,Dine-In,47.47
021824,2026-05-23 17:52:23,Dine-In,106.62
021825,2026-05-23 17:55:05,Dine-In,220.9
021826,2026-05-23 18:05:15,Dine-In,165.35
021827,2026-05-23 18:06:29,Dine-In,180.94
021828,2026-05-23 18:10:17,Dine-In,171.18
021829,2026-05-23 18:10:37,Dine-In,178.14
021830,2026-05-23 18:11:46,Dine-In,85.88
021831,2026-05-23 18:13:06,Dine-In,441.37
021832,2026-05-23 18:16:04,Dine-In,116.58
021833,2026-05-23 18:17:39,Dine-In,71.05
021834,2026-05-23 18:22:23,Dine-In,87.35
021835,2026-05-23 18:32:21,Dine-In,153.19
021836,2026-05-23 18:35:29,Dine-In,133.94
021837,2026-05-23 18:38:32,Dine-In,196.09
021838,2026-05-23 18:39:49,Dine-In,130.57
021839,2026-05-23 18:41:30,Dine-In,105.04
021840,2026-05-23 18:43:11,Dine-In,58.41
021841,2026-05-23 18:44:07,Dine-In,166.26
021842,2026-05-23 18:47:01,Dine-In,197.16
021843,2026-05-23 18:47:56,Dine-In,47.51
021844,2026-05-23 18:48:02,Dine-In,115.5
021845,2026-05-23 18:52:32,Dine-In,225.54
021846,2026-05-23 18:55:04,Dine-In,146.45
021847,2026-05-23 18:57:46,Dine-In,158.75
021848,2026-05-23 18:58:33,Dine-In,342.58
021849,2026-05-23 19:01:20,Dine-In,50.29
021850,2026-05-23 19:02:20,Dine-In,32.77
021851,2026-05-23 19:03:22,Dine-In,147.9
021852,2026-05-23 19:05:56,Dine-In,168.97
021853,2026-05-23 19:08:10,Dine-In,111.62
021854,2026-05-23 19:21:34,Dine-In,72.36
021855,2026-05-23 19:22:49,Dine-In,83.07
021856,2026-05-23 19:25:36,Dine-In,171.79
021857,2026-05-23 19:33:08,Dine-In,50.83
021858,2026-05-23 19:35:08,Dine-In,44.47
021859,2026-05-23 19:36:19,Dine-In,32.59
021860,2026-05-23 19:36:39,Dine-In,197.86
021861,2026-05-23 19:38:17,Dine-In,51.95
021862,2026-05-23 19:38:39,Dine-In,63.75
021863,2026-05-23 19:38:55,Dine-In,39.43
021864,2026-05-23 19:47:52,Dine-In,85.67
021865,2026-05-23 19:49:01,Dine-In,54.75
021866,2026-05-23 19:51:08,Dine-In,48.78
021867,2026-05-23 19:53:44,Dine-In,227.46
021868,2026-05-23 19:53:47,Dine-In,86.91
021869,2026-05-23 19:54:38,Dine-In,60.2
021870,2026-05-23 19:55:00,Dine-In,59.61
021871,2026-05-23 19:55:12,Dine-In,197.55
021872,2026-05-23 20:00:26,Dine-In,95.18
021873,2026-05-23 20:01:18,Dine-In,34.39
021874,2026-05-23 20:03:56,Dine-In,91.28
021875,2026-05-23 20:08:13,Dine-In,177.64
021876,2026-05-23 20:09:38,Dine-In,180.51
021877,2026-05-23 20:17:51,Dine-In,265.06
021878,2026-05-23 20:19:19,Dine-In,57.85
021879,2026-05-23 20:20:36,Dine-In,164.78
021880,2026-05-23 20:21:34,Dine-In,45.61
021881,2026-05-23 20:22:17,Dine-In,31.87
021882,2026-05-23 20:27:35,Dine-In,77.72
021883,2026-05-23 20:31:56,Dine-In,160.69
021884,2026-05-23 20:34:16,Dine-In,60.89
021885,2026-05-23 20:38:57,Dine-In,48.56
021886,2026-05-23 20:39:51,Dine-In,45.9
021887,2026-05-23 20:41:02,Dine-In,50.77
021888,2026-05-23 20:43:52,Dine-In,96.29
021889,2026-05-23 20:46:34,Dine-In,141.78
021890,2026-05-23 20:51:17,Dine-In,56.67
021891,2026-05-23 20:51:40,Dine-In,130.26
021892,2026-05-23 20:53:39,Dine-In,63.84
021893,2026-05-23 20:55:57,Dine-In,37.76
021894,2026-05-23 20:59:14,Dine-In,37.29
021895,2026-05-23 21:00:27,Dine-In,49.73
021896,2026-05-23 21:12:24,Dine-In,240.54
021897,2026-05-23 21:19:04,Dine-In,176.08
021898,2026-05-23 21:23:35,Dine-In,29.98
021899,2026-05-23 21:28:51,Dine-In,195.17
021900,2026-05-23 21:30:54,Dine-In,235.04
021901,2026-05-23 21:34:00,Dine-In,109.71
021902,2026-05-23 21:46:01,Dine-In,41.07
021903,2026-05-23 21:46:48,Dine-In,135.59
021904,2026-05-23 21:49:24,Dine-In,171.85
021905,2026-05-23 21:52:39,Dine-In,219.23
021906,2026-05-23 21:57:39,Dine-In,36.87
021907,2026-05-23 21:58:56,Dine-In,42.93
021908,2026-05-24 11:36:53,Dine-In,41.73
021909,2026-05-24 12:09:59,Dine-In,130.17
021910,2026-05-24 12:18:38,Dine-In,232.5
021911,2026-05-24 12:20:28,Dine-In,84.42
021912,2026-05-24 12:24:39,Dine-In,138.7
021913,2026-05-24 12:46:46,Dine-In,115.78
021914,2026-05-24 13:12:55,Dine-In,147.46
021915,2026-05-24 13:22:02,Dine-In,155.98
021916,2026-05-24 13:29:46,Dine-In,130.75
021917,2026-05-24 13:44:02,Dine-In,67.21
021918,2026-05-24 13:45:03,Dine-In,114.9
021919,2026-05-24 13:51:47,Dine-In,25.0
021920,2026-05-24 14:14:11,Dine-In,172.35
021921,2026-05-24 14:21:42,Dine-In,28.8
021922,2026-05-24 14:26:33,Dine-In,230.76
021923,2026-05-24 14:36:45,Dine-In,146.02
021924,2026-05-24 14:48:59,Dine-In,99.38
021925,2026-05-24 15:02:57,Dine-In,260.08
021926,2026-05-24 15:31:41,Dine-In,51.21
021927,2026-05-24 15:36:48,Dine-In,101.77
021928,2026-05-24 15:45:39,Dine-In,58.12
021929,2026-05-24 15:50:51,Dine-In,36.85
021930,2026-05-24 16:02:37,Dine-In,48.89
021931,2026-05-24 16:15:40,Dine-In,158.24
021932,2026-05-24 16:25:32,Dine-In,31.77
021933,2026-05-24 17:00:27,Dine-In,171.36
021934,2026-05-24 17:01:27,Dine-In,205.97
021935,2026-05-24 17:02:27,Dine-In,533.57
021936,2026-05-24 17:04:26,Dine-In,89.84
021937,2026-05-24 17:09:26,Dine-In,130.32
021938,2026-05-24 17:10:19,Dine-In,205.21
021939,2026-05-24 17:12:22,Dine-In,245.59
021940,2026-05-24 17:13:34,Dine-In,182.3
021941,2026-05-24 17:21:04,Dine-In,56.69
021942,2026-05-24 17:22:07,Dine-In,102.14
021943,2026-05-24 17:22:23,Dine-In,510.28
021944,2026-05-24 17:33:22,Dine-In,43.21
021945,2026-05-24 17:34:55,Dine-In,105.49
021946,2026-05-24 17:57:05,Dine-In,218.46
021947,2026-05-24 18:00:55,Dine-In,123.85
